"state","state_fips_code","county_name","confirmed_cases","deaths","total_pop","male_pop","female_pop","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","median_income","income_less_50K","income_50K_100K","income_100K_150K","income_150K_more","rent_under_50_percent","rent_over_50_percent","median_age","male_0_20","male_21_49","male_50_above","female_0_20","female_21_49","female_50_above","unemployed_pop","employed_pop","commute","worked_at_home","walked_to_work"
"ND",38,"Mountrail County",1234,15,9986,5519,4467,6280,109,44,695,2582,36,69622,1191,951,510,561,650,74,34.2,1759,2144,1725,1323,1690,1572,239,4807,8194,347,254
"ND",38,"Barnes County",1274,30,10971,5397,5574,10188,94,58,207,221,7,56237,2358,1660,652,443,1309,237,44.5,1327,1706,2510,1464,1656,2691,184,5780,10000,244,308
"ND",38,"Adams County",240,2,2368,1168,1200,2203,37,62,13,26,12,54700,499,217,214,122,178,35,45.3,271,388,587,260,365,609,21,1275,2130,93,76
"ND",38,"McKenzie County",1100,11,11679,6243,5436,9104,65,68,821,1416,0,79316,918,1261,747,725,1247,75,30.8,1857,2760,1721,1895,2036,1628,244,5984,10278,472,193
"ND",38,"Stutsman County",3209,74,21058,10781,10277,19572,230,116,479,309,7,56088,3919,3456,1229,595,2365,531,39.7,2617,4104,4351,2576,3372,4610,167,11038,19770,425,368
"ND",38,"Burke County",208,1,2253,1198,1055,2104,10,1,36,62,0,71667,345,302,183,120,183,18,35.7,352,399,473,335,356,390,30,1129,1864,87,89
"ND",38,"Stark County",4193,47,30316,15719,14597,26871,526,370,1533,318,26,77328,3961,3637,2468,1896,2863,759,34.3,4345,6704,4936,4280,5507,5274,541,16457,30117,645,499
"ND",38,"Cass County",20680,181,170620,86284,84336,148543,7272,4900,4190,1639,123,58026,31365,23840,10231,7603,27751,6347,32.2,24214,40045,23667,23525,36293,26003,2765,99839,182510,3279,2699
"ND",38,"Richland County",1637,15,16333,8434,7899,15016,76,65,446,427,2,60551,2874,2422,1072,461,1466,284,37.8,2561,2734,3350,2224,2536,3431,222,8842,15316,487,362
"ND",38,"Walsh County",1712,23,10920,5606,5314,9271,38,109,1217,180,12,50781,2384,1640,470,344,793,150,44.6,1493,1769,2521,1271,1604,2667,149,5545,9654,297,251
"ND",38,"Williams County",4148,34,32916,18015,14901,27194,1115,218,2006,923,225,89874,3490,3664,2861,2880,3843,631,31.3,5401,8023,4858,4417,6174,4541,357,17779,31876,604,858
"ND",38,"Ward County",8768,185,69628,36366,33262,58563,2541,1006,3929,1576,47,64159,10626,9237,4661,2925,8296,2030,31,10469,16957,9616,9636,13459,11145,995,36497,74028,1356,977
"ND",38,"Burleigh County",14055,182,92372,46218,46154,83067,1560,687,2001,3449,42,67308,14471,12581,7063,4786,8884,2464,36.6,12711,18719,15964,12062,16912,18331,940,51229,94334,1840,757
"ND",38,"Mercer County",1037,9,8637,4451,4186,8040,81,33,233,230,0,80337,1227,1106,941,375,551,25,44.7,1116,1443,2048,1024,1286,2032,60,4474,7872,201,166
"ND",38,"Ransom County",585,13,5411,2772,2639,5140,38,35,86,12,0,62524,897,994,277,165,528,56,44.4,711,921,1241,667,786,1278,68,2794,4760,267,127
"ND",38,"Morton County",4787,92,30059,15395,14664,27324,194,43,806,1209,0,65385,5031,4480,2426,1309,2674,754,38.2,3818,6325,5630,3688,5376,6062,422,17262,31610,865,265
"ND",38,"Rolette County",2030,27,14657,7250,7407,2753,66,49,72,11441,15,36170,2895,1145,452,248,1016,224,30.6,2925,2328,2107,2652,2590,2315,408,5112,9128,367,101
"ND",38,"Dunn County",360,7,4349,2306,2043,3647,43,63,119,400,0,68594,555,452,285,309,252,23,41.2,604,741,1052,561,635,891,76,2080,3304,227,121
"ND",38,"Ramsey County",1541,29,11574,5897,5677,9790,4,66,290,1076,0,55927,2240,1613,622,456,1593,247,42.4,1629,1952,2562,1453,1850,2505,79,6141,10564,335,449
"ND",38,"Grand Forks County",9520,72,70130,36438,33692,59602,2369,1791,2796,1727,120,51410,14421,8718,4273,2304,10234,3834,29.5,10838,16275,9952,9468,13959,10918,1504,38387,69932,1346,1524
"ND",38,"Golden Valley County",240,1,1892,930,962,1776,0,0,32,14,0,44018,459,270,72,62,148,49,42.4,256,309,397,271,275,456,9,1012,1524,116,88
"ND",38,"Hettinger County",280,4,2601,1242,1359,2371,19,0,95,68,0,56118,475,360,150,93,87,35,47.3,300,357,637,296,455,688,26,1181,1984,71,105
"ND",38,"Divide County",146,2,2378,1217,1161,2218,23,36,25,26,0,54223,470,261,173,149,165,31,50.9,263,372,656,211,287,693,29,1201,1878,197,48
"NE",31,"Valley County",284,3,4252,2111,2141,4069,17,0,119,9,0,50270,963,624,227,120,351,97,46,515,670,1000,490,650,1127,36,2349,3972,147,131
"NE",31,"Logan County",70,0,919,471,448,863,6,0,27,2,0,50278,182,130,36,18,47,0,38.9,160,137,183,123,128,207,5,450,672,69,31
"NE",31,"Thayer County",431,3,5133,2547,2586,4903,13,0,117,14,1,48151,1221,705,277,134,388,37,48.2,610,762,1266,559,735,1426,31,2560,4250,199,121
"NE",31,"Chase County",411,3,3803,1892,1911,3382,2,0,399,0,0,54568,711,696,171,93,158,46,44.4,475,640,831,498,538,945,48,2007,3170,210,72
"NE",31,"Dundy County",133,4,2017,1004,1013,1710,3,0,295,1,0,44653,471,288,79,37,121,13,43.6,305,289,468,266,298,485,35,927,1576,83,21
"NE",31,"Banner County",26,0,728,356,372,651,4,0,57,0,0,55000,136,110,37,17,38,9,48.1,104,99,166,88,118,174,13,398,580,85,20
"NE",31,"Hitchcock County",205,3,2860,1423,1437,2828,3,0,22,1,0,41582,736,389,88,60,186,51,47.1,390,387,709,332,410,786,43,1349,2290,105,55
"NE",31,"Hayes County",56,0,957,494,463,898,0,0,56,0,0,44946,219,154,17,33,47,14,42.7,105,157,245,113,142,221,8,502,864,45,19
"NE",31,"Thomas County",50,0,643,344,299,626,0,0,4,2,0,53173,138,103,33,19,53,7,42.1,107,111,133,62,100,152,7,364,536,60,30
"NE",31,"Pawnee County",178,1,2704,1317,1387,2580,0,0,49,6,0,42176,692,359,98,89,189,35,50.1,315,369,683,314,352,787,33,1205,1996,139,50
"NE",31,"Arthur County",18,0,421,204,217,411,0,0,0,0,1,41250,108,56,8,5,27,8,43.3,56,71,82,79,46,107,1,177,266,23,13
"NE",31,"Nance County",361,10,3569,1764,1805,3459,3,2,90,12,0,45428,844,478,135,96,247,45,45.4,490,508,809,425,531,936,36,1792,3178,100,79
"NE",31,"Frontier County",170,1,2624,1324,1300,2530,1,2,37,16,0,52090,503,454,111,45,167,28,45.5,366,361,642,332,379,639,42,1253,2066,109,65
"NE",31,"Dixon County",515,8,5765,2905,2860,4932,17,3,726,27,0,57036,997,925,270,115,312,52,42.2,830,907,1311,771,875,1295,102,2955,5228,141,135
"NE",31,"Howard County",491,14,6385,3212,3173,6107,3,3,161,0,0,53648,1205,987,373,91,408,111,43.3,867,1045,1413,838,966,1518,139,3307,5574,339,86
"NE",31,"Polk County",368,9,5244,2578,2666,4872,4,3,251,18,40,63667,760,812,281,185,297,33,45.5,675,757,1227,739,748,1303,131,2732,4808,175,101
"NE",31,"Sioux County",30,0,1256,647,609,1130,5,3,48,2,0,45375,305,173,85,16,78,10,51.6,166,148,363,106,200,335,0,660,862,121,103
"NE",31,"Morrill County",436,15,4903,2460,2443,4023,41,3,755,25,0,44201,1158,567,194,98,368,41,42.9,671,786,1077,672,750,1138,93,2417,4038,216,110
"NE",31,"Cedar County",594,10,8561,4349,4212,8304,2,4,146,69,0,57208,1562,1274,431,241,472,50,44.1,1293,1242,1953,1171,1148,2074,76,4599,7470,439,235
"NE",31,"Furnas County",395,4,4814,2356,2458,4537,16,5,177,0,3,43400,1239,627,234,72,380,93,46.1,613,692,1172,632,668,1245,62,2394,3972,222,101
"NE",31,"Deuel County",82,0,1901,915,986,1701,1,6,148,19,0,53438,385,303,90,55,165,11,46.1,192,325,436,236,299,507,43,1002,1698,33,46
"NE",31,"Dawson County",2619,25,23925,12235,11690,14366,1360,6,7927,98,15,51238,4300,3105,1009,484,2405,372,35.8,3817,4493,4247,3583,4070,4380,533,12196,22338,402,295
"NE",31,"Hamilton County",799,15,9149,4566,4583,8708,66,6,290,13,0,61944,1395,1394,625,308,519,120,42.3,1322,1484,1930,1180,1460,2156,97,4856,8310,279,252
"NE",31,"Boone County",459,4,5357,2691,2666,5178,26,7,106,0,0,53854,1046,799,269,163,364,61,45,718,809,1233,679,760,1311,49,2769,4512,351,104
"NE",31,"Franklin County",215,3,3019,1514,1505,2903,14,7,62,0,0,49453,694,480,124,69,155,18,50.7,326,423,832,327,408,842,40,1496,2634,80,66
"NE",31,"Merrick County",686,11,7829,3898,3931,7277,47,8,322,13,0,53536,1459,1232,392,168,631,95,43.5,1017,1280,1690,977,1235,1881,143,4194,7290,226,106
"NE",31,"Fillmore County",449,9,5603,2800,2803,5266,32,9,216,20,0,56750,1079,878,356,130,446,57,47.5,676,858,1356,602,843,1478,73,2893,4984,134,147
"NE",31,"Greeley County",182,2,2436,1203,1233,2344,15,10,49,0,2,47218,516,345,93,61,120,41,45.9,320,328,609,347,314,626,21,1183,1844,157,81
"NE",31,"Jefferson County",590,1,7276,3511,3765,6857,1,10,259,49,0,46576,1811,1107,236,154,642,56,45.7,874,1040,1714,914,1079,1921,81,3694,6376,215,216
"NE",31,"Cherry County",259,6,5792,2871,2921,5128,2,11,182,234,0,53226,1249,1065,230,108,425,97,43.8,761,936,1304,601,987,1464,87,3267,4494,734,195
"NE",31,"Harlan County",191,0,3469,1811,1658,3267,32,11,129,10,0,46750,829,550,165,46,221,51,49.5,443,456,1036,395,454,886,33,1613,2780,90,67
"NE",31,"Cuming County",909,9,9039,4557,4482,7998,10,13,894,35,0,50734,1868,1187,502,233,950,136,44,1270,1346,2081,1285,1256,2195,129,4819,8144,373,237
"NE",31,"Richardson County",575,15,8045,4036,4009,7439,17,14,154,146,0,46839,2059,1212,350,177,544,67,47.6,1018,1202,1992,833,1212,2174,163,3954,7258,166,70
"NE",31,"Phelps County",830,8,9163,4603,4560,8491,13,15,499,22,0,56408,1716,1371,561,222,835,146,42.1,1335,1539,1869,1113,1421,2209,34,4780,8602,197,138
"NE",31,"Kearney County",605,4,6547,3229,3318,6071,8,16,380,17,0,53207,1269,858,431,187,593,120,40.6,904,1100,1335,902,1000,1478,121,3470,6104,215,105
"NE",31,"Stanton County",338,8,6020,3013,3007,5552,77,16,318,0,0,57534,1006,857,380,108,251,88,41,916,975,1205,847,971,1272,101,3207,5634,211,87
"NE",31,"Sherman County",164,4,3048,1518,1530,2960,0,17,62,1,0,48704,703,510,120,45,171,10,49.3,372,426,783,337,412,893,26,1515,2562,91,67
"NE",31,"Garden County",101,1,1913,960,953,1803,3,17,74,4,0,48125,462,296,75,64,66,24,51.7,198,236,566,170,278,539,13,921,1444,123,44
"NE",31,"Boyd County",167,3,2049,1038,1011,1947,10,18,15,31,0,48750,457,323,84,41,78,13,52.1,249,261,566,240,241,586,17,1020,1434,208,81
"NE",31,"Sheridan County",405,13,5241,2604,2637,4294,28,19,245,457,0,41209,1384,597,192,133,448,61,46.1,709,738,1306,688,693,1402,41,2619,4214,170,276
"NE",31,"Clay County",598,11,6264,3210,3054,5588,27,21,555,14,6,54167,1178,1008,302,128,446,78,43.5,871,1015,1457,813,935,1422,97,3112,5656,83,112
"NE",31,"Knox County",765,7,8496,4147,4349,7327,20,23,219,782,0,48072,1895,1237,352,178,627,105,47.2,1139,1158,2006,1132,1108,2300,135,4271,7238,307,247
"NE",31,"Antelope County",451,5,6406,3213,3193,6108,16,23,204,20,0,46949,1432,937,230,149,376,95,45.9,867,939,1518,786,884,1676,61,3203,5266,307,154
"NE",31,"Webster County",289,4,3597,1774,1823,3313,8,23,168,0,6,43831,840,393,186,80,194,27,46.1,437,562,816,487,476,955,37,1764,3016,103,63
"NE",31,"Pierce County",571,20,7175,3598,3577,6938,25,26,115,10,0,55417,1325,1077,419,164,416,49,41.7,1087,1098,1566,985,1083,1663,146,3706,6376,257,107
"NE",31,"Burt County",554,10,6546,3231,3315,6124,41,28,178,118,0,50174,1437,969,370,109,480,77,46.6,873,919,1569,733,988,1800,110,3011,5318,182,91
"NE",31,"Kimball County",362,5,3688,1840,1848,3251,5,29,324,2,0,43017,864,485,138,59,396,59,46,479,539,910,496,487,978,110,1738,3034,68,91
"NE",31,"Box Butte County",833,9,11200,5671,5529,9212,67,30,1354,314,0,56328,2015,1642,691,262,921,237,40.5,1742,1704,2355,1485,1796,2473,295,5509,9912,201,121
"NE",31,"Red Willow County",1077,9,10870,5552,5318,10022,125,31,538,0,4,42882,2559,1319,445,275,885,172,40.8,1668,1817,2231,1315,1689,2637,290,5598,9654,334,156
"NE",31,"Butler County",756,10,8105,4085,4020,7702,43,31,246,13,1,52448,1560,1234,428,178,460,98,43.5,1140,1288,1779,1051,1164,1976,191,4121,7112,306,106
"NE",31,"Holt County",723,14,10293,5157,5136,9676,15,48,440,81,0,52050,2132,1725,482,230,915,177,44.1,1443,1512,2362,1325,1419,2539,62,5662,9212,616,281
"NE",31,"Nemaha County",542,12,7041,3476,3565,6640,99,50,183,43,0,55536,1272,904,447,191,559,116,38,905,1274,1422,1073,1046,1583,208,3444,6010,155,223
"NE",31,"Thurston County",737,9,7055,3502,3553,2592,16,50,361,3926,0,44701,1180,637,210,115,604,169,28.1,1484,1082,1009,1367,1141,1114,473,2589,4384,141,155
"NE",31,"Gage County",1956,16,21632,10816,10816,20540,135,136,490,95,0,52223,4423,3275,1079,478,2304,329,44.2,2879,3554,4704,2524,3401,5366,373,11118,20008,526,341
"NE",31,"Wheeler County",32,0,846,444,402,837,0,1,6,0,0,49706,191,142,29,16,61,3,50.2,86,156,217,81,94,270,2,494,754,75,22
"NE",31,"Madison County",3954,40,35062,17437,17625,28289,474,385,5097,442,29,49865,7137,4768,1494,837,3720,769,36.9,5257,6250,6232,5112,5935,7086,602,18419,33024,713,323
"NE",31,"Dodge County",4184,48,36576,17980,18596,31051,265,225,4300,112,95,51748,7164,5606,1591,729,4237,825,39.1,5228,6166,7116,4988,6088,8271,860,18495,33842,446,446
"NE",31,"Dakota County",3608,56,20529,10074,10455,10219,885,612,7889,471,73,52401,3460,2646,859,462,2050,324,33.8,3468,3638,3138,3194,3910,3593,800,10163,18802,303,328
"NE",31,"Saunders County",2067,11,20953,10546,10407,20034,63,65,442,41,0,65015,3070,2830,1431,819,1263,207,41,2977,3445,4562,2889,3287,4581,252,11034,20242,428,255
"NE",31,"Cheyenne County",793,15,10012,4899,5113,9001,41,81,669,31,0,58770,1791,1636,530,443,1063,100,40.7,1281,1808,1920,1366,1732,2183,142,5587,10174,206,97
"NE",31,"Dawes County",583,18,8972,4495,4477,7650,83,85,430,247,24,46146,1847,1269,293,148,820,334,34,1384,1639,1535,1446,1394,1793,45,4590,7286,156,655
"NE",31,"Keith County",632,3,8129,4121,4008,7355,57,89,549,32,0,45078,2230,1125,445,189,940,184,49.7,936,1195,2206,866,1117,2267,120,4103,6959,234,189
"NE",31,"Seward County",1228,25,17045,8582,8463,16196,83,105,422,22,2,63095,2532,2326,1082,556,1383,393,38.3,2822,2764,3218,2530,2737,3488,229,8759,15286,473,457
"NE",31,"Lancaster County",25107,137,306357,153788,152569,251487,11909,12942,20625,1367,274,55747,53974,38395,18185,10408,35325,10928,33.2,45706,65124,46433,44114,59888,51671,6713,166689,302840,5436,4829
"NE",31,"Douglas County",58447,553,549706,270917,278789,386002,60164,18796,67246,1805,1029,58640,91678,66098,31129,24784,60297,18268,34.3,82848,111643,82312,80738,109921,93996,13164,285735,522794,10772,5821
"NE",31,"Adams County",2508,36,31564,15981,15583,27440,192,423,2972,36,6,51721,6167,4222,1512,758,2758,903,37.9,5013,5400,6041,4419,5060,6667,689,15890,28935,613,278
"NE",31,"Hall County",6364,104,61233,30843,30390,41644,1337,718,16384,202,169,53807,10413,8020,2823,1561,6743,1566,35.8,9906,11552,10041,9050,10785,11392,1814,31740,59033,897,375
"NE",31,"Buffalo County",4627,54,48834,24367,24467,42678,534,623,4231,61,6,55053,8594,6284,2542,1503,5274,1239,32.9,7487,9957,7369,7252,9250,8449,872,27447,49176,929,934
"NE",31,"York County",1335,9,13832,6795,7037,12571,167,35,678,37,56,59966,2348,2174,794,307,1212,208,40.9,1969,2288,2761,1715,2346,3305,172,7132,12502,413,271
"NE",31,"Wayne County",907,6,9409,4772,4637,8486,196,45,522,48,9,58093,1632,1231,476,263,865,312,31.7,1608,1694,1639,1626,1444,1695,107,5224,8550,366,230
"NE",31,"Johnson County",593,7,5200,3087,2113,4201,351,45,516,38,4,49564,942,657,180,90,359,92,41.1,583,1410,1167,532,576,1107,44,1998,3485,119,92
"NE",31,"Nuckolls County",328,1,4318,2163,2155,4125,11,51,112,1,0,42055,1158,609,165,53,311,42,49.4,505,651,1116,451,573,1302,39,2224,3906,195,62
"NE",31,"Colfax County",1502,19,10616,5527,5089,5427,292,59,4754,4,0,54876,1566,1533,348,234,993,40,33.7,1767,2199,1633,1679,1742,1822,193,5305,8756,337,195
"NE",31,"Washington County",1797,17,20414,10118,10296,19339,194,61,576,16,5,66485,3068,2519,1610,936,1428,287,41.2,2922,3392,4255,2893,3257,4368,188,10805,19220,553,426
"NE",31,"Otoe County",1123,3,15875,7783,8092,14207,34,82,1207,62,0,54605,2959,2099,971,410,1273,217,41.7,2232,2604,3181,2098,2554,3703,254,8201,14536,435,252
"NE",31,"Cass County",1966,14,25513,12813,12700,23994,81,86,787,40,48,68284,3444,3643,1772,1035,1411,230,41.9,3654,4323,5255,3396,4222,5499,387,13311,25008,476,210
"NE",31,"Custer County",727,16,10836,5357,5479,10295,86,86,315,4,0,48836,2450,1562,444,336,923,137,43.5,1417,1715,2397,1484,1565,2698,146,5636,9376,484,255
"NE",31,"Scotts Bluff County",3115,71,36509,17659,18850,26517,225,228,8545,427,23,47975,7462,4508,1612,843,3188,902,39.5,5278,6047,6797,5148,6078,8214,969,17568,32400,541,308
"NE",31,"Platte County",3676,45,32875,16662,16213,26293,144,205,5784,107,9,58679,5582,4862,1576,917,2955,525,38.3,5104,5778,6328,4824,5144,6943,711,17730,31966,612,653
"NE",31,"Saline County",1829,3,14325,7320,7005,10132,105,411,3484,55,0,50932,2494,1884,538,157,1138,276,36,2412,2610,2516,2269,2430,2496,206,7053,12452,266,310
"NE",31,"Lincoln County",3268,39,35569,17490,18079,31458,316,207,2934,57,4,55875,6718,5319,2087,901,4256,735,40.4,4939,6094,6992,4878,5890,7957,481,17442,31847,525,551
"NE",31,"Sarpy County",17450,86,175188,87568,87620,143350,6401,4330,15294,547,142,75752,18657,23311,13180,8703,16118,2668,34.2,28280,36081,24900,26596,35224,27599,3168,91916,178518,3052,671
"NE",31,"McPherson County",23,1,432,221,211,418,0,0,4,0,0,60714,84,64,34,10,45,0,48.5,64,55,105,41,68,113,0,225,258,45,38
"NE",31,"Hooker County",49,2,684,315,369,658,6,0,20,0,0,41607,171,103,29,13,59,7,58,44,68,218,84,67,238,3,304,428,28,39
"NE",31,"Grant County",22,4,682,346,336,656,6,0,13,0,0,45833,150,87,26,11,8,1,48.6,95,92,168,86,81,184,16,338,474,53,37
"NE",31,"Rock County",99,2,1381,690,691,1348,4,0,13,0,0,52361,302,223,66,64,106,9,51.9,152,203,375,125,181,416,11,760,1186,106,44
"NE",31,"Loup County",38,0,537,260,277,535,0,0,0,2,0,58625,101,102,29,13,16,1,52.8,49,63,160,69,65,154,2,295,328,88,13
"NE",31,"Blaine County",18,0,502,256,246,492,0,3,0,0,0,52000,96,97,18,21,32,0,46.8,52,88,133,71,60,125,3,282,366,66,21
"NE",31,"Garfield County",134,3,1958,970,988,1892,4,6,41,0,9,46509,506,258,96,33,120,35,51.4,220,241,529,200,276,566,19,1006,1524,107,85
"NE",31,"Gosper County",172,4,2019,988,1031,1943,0,13,41,1,0,61769,353,320,139,73,218,3,49.5,264,276,482,204,284,596,54,1129,2022,40,48
"NE",31,"Keya Paha County",39,0,720,368,352,704,1,1,8,0,0,48864,172,111,31,20,51,5,50.2,73,118,189,80,86,201,5,428,532,121,33
"NE",31,"Perkins County",255,11,2904,1474,1430,2772,4,0,111,0,0,58125,530,463,180,74,183,51,43.3,404,464,683,321,441,727,16,1464,2502,155,28
"NE",31,"Brown County",211,2,3058,1468,1590,2952,1,12,37,6,0,42773,840,439,127,69,298,32,48.9,321,424,750,356,442,869,9,1584,2510,130,132
"NJ",34,"Warren County",5475,189,107088,52230,54858,88750,4537,3077,9227,54,123,75500,13358,12667,8191,7169,8540,2368,43.5,13388,18720,21802,13283,18600,24620,4364,54719,97460,2633,1532
"NJ",34,"Burlington County",28717,668,449192,220995,228197,306647,70545,21696,34356,165,1648,82839,46618,51720,32253,33813,27972,8859,41.4,56912,85594,84320,54574,81825,99216,16691,223990,414073,8396,3164
"NJ",34,"Cape May County",5609,153,94549,46158,48391,80953,4230,903,6954,37,63,62332,15971,12539,6577,4774,5199,2677,48.7,10681,14364,23235,9667,13967,26952,3879,42170,73393,1873,2145
"NJ",34,"Atlantic County",19310,428,272926,132171,140755,153899,38978,22856,50510,596,264,57514,44547,29165,14926,12022,21736,9453,41.1,36013,47835,52027,34534,50213,60136,15630,127737,227511,3127,4417
"NJ",34,"Salem County",3938,126,63776,31105,32671,47874,8358,588,5276,101,173,63934,9713,7038,4401,2886,4467,1935,41.9,8462,10904,12615,7816,11322,14471,2547,29365,54239,730,526
"NJ",34,"Ocean County",44975,1544,589699,283959,305740,500671,16278,11488,53261,220,491,65771,86092,67455,38139,31449,27312,14160,42.9,80759,93166,119583,76734,92851,149625,18085,253628,453834,11831,3930
"NJ",34,"Hunterdon County",5321,145,125717,62901,62816,108455,3135,4819,7801,66,39,110969,9657,11275,9013,16877,5144,1940,45.9,15994,20850,28068,14320,20551,30003,3073,66382,114281,5617,1175
"NJ",34,"Cumberland County",11469,273,154952,79550,75402,73427,27464,1975,45966,836,166,50000,25298,14951,6978,3369,11356,6127,36.8,21758,34050,25589,20596,27627,29239,6190,62714,115196,1032,1507
"NJ",34,"Sussex County",6918,245,143570,71475,72095,125183,2829,2814,10778,12,97,89238,13595,16571,11591,11861,6297,2227,44.1,18219,25135,30388,17257,24557,32083,5148,75370,136941,3852,851
"NJ",34,"Camden County",37215,933,510996,246942,264054,293604,92554,29317,82396,479,1829,65037,74174,54456,31770,26612,40751,17629,38.5,69809,96170,87163,65975,100359,104566,21153,248241,449102,8150,4861
"NJ",34,"Passaic County",48089,1548,510563,248308,262255,214683,54255,26714,206937,839,1493,63339,67242,43661,25774,25763,45202,24417,36.7,73266,98589,82711,71316,100129,98038,15164,238552,425586,7485,8110
"NJ",34,"Gloucester County",19729,458,291372,141589,149783,230567,28834,8751,16799,79,400,81489,31820,31328,22057,19605,13877,6357,39.9,39529,53545,53021,37700,55670,60143,11715,145749,268765,4778,1810
"NJ",34,"Somerset County",18270,712,333316,162775,170541,192408,30152,56772,47897,398,512,106046,25365,28649,22774,39182,19918,6359,41.3,45161,60485,60825,42055,62658,70369,8958,174463,307218,10162,3453
