"state","state_fips_code","county_name","confirmed_cases","deaths","total_pop","male_pop","female_pop","white_pop","black_pop","asian_pop","hispanic_pop","amerindian_pop","other_race_pop","median_income","income_less_50K","income_50K_100K","income_100K_150K","income_150K_more","rent_under_50_percent","rent_over_50_percent","median_age","male_0_20","male_21_49","male_50_above","female_0_20","female_21_49","female_50_above","unemployed_pop","employed_pop","commute","worked_at_home","walked_to_work"
"MT",30,"Cascade County",7178,122,81816,41259,40557,70201,1046,684,3461,3469,16,46827,18192,10063,3929,2199,8851,2081,38.4,11209,15544,15656,10131,14279,17471,1772,36927,71233,1321,1465
"MT",30,"Gallatin County",10816,41,100733,52057,48676,93009,317,1311,3339,863,6,59397,17305,12896,6168,4354,11019,3877,33.4,14301,23487,15493,13066,20869,15753,2531,56751,92632,3956,3260
"MT",30,"Sweet Grass County",327,6,3646,1763,1883,3422,5,37,57,0,0,49761,770,493,163,105,203,63,50.1,449,453,902,448,468,1051,15,1621,2442,175,113
"MT",30,"Beaverhead County",835,8,9360,4694,4666,8548,6,53,390,188,0,43880,2129,1230,353,266,804,316,43,1209,1472,2222,1215,1417,2217,225,4647,7102,361,489
"MT",30,"Hill County",1787,37,16468,8332,8136,11561,43,66,573,3743,0,45269,3434,1851,664,259,1709,416,34.4,2792,2895,2862,2591,2758,2966,485,7144,12528,262,398
"MT",30,"Musselshell County",283,7,4766,2368,2398,4428,39,70,115,31,0,38156,1218,589,168,98,300,119,49.1,604,633,1222,592,622,1269,110,1853,2738,291,97
"MT",30,"Powell County",846,5,6852,4243,2609,6168,43,74,142,286,0,44352,1348,702,191,159,531,82,45.6,627,1971,1827,599,707,1462,38,2552,3964,359,163
"MT",30,"Fergus County",947,14,11327,5701,5626,10694,16,94,249,117,0,47110,2603,1497,545,308,948,272,45.7,1364,1803,2757,1189,1786,2934,152,5593,8534,474,565
"MT",30,"Flathead County",9656,60,96147,47965,48182,89590,244,440,2524,1245,49,51410,18451,12402,4388,2765,7518,2205,42.3,12899,16116,20592,11803,16173,21898,1941,46250,80958,2635,1480
"MT",30,"Lewis and Clark County",5573,49,66290,32898,33392,60810,207,411,2042,1220,15,60789,11423,9781,4107,2223,6548,1464,41.1,9008,11310,13613,8191,11526,14581,1125,34118,59256,1992,1484
"MT",30,"Silver Bow County",3279,63,34514,17354,17160,31408,185,285,1448,703,0,40480,8856,3999,1512,889,3266,1579,39.9,4468,6322,7000,4266,5821,7659,1016,16310,29303,463,424
"MT",30,"Liberty County",103,1,2245,1144,1101,2213,0,0,21,0,0,46641,442,304,41,72,113,35,48.4,309,328,531,178,366,607,22,1129,1240,105,389
"MT",30,"Garfield County",74,2,1086,560,526,1084,0,0,2,0,0,47188,235,124,52,40,33,9,43.8,157,172,252,114,190,233,0,576,814,105,46
"MT",30,"Golden Valley County",49,0,747,373,374,640,0,0,65,0,0,43854,194,91,28,12,35,21,54,80,62,248,79,85,226,16,351,426,55,66
"MT",30,"Petroleum County",11,1,453,235,218,446,0,7,0,0,0,46429,109,67,19,11,16,2,51.7,50,61,126,30,70,144,14,256,256,66,56
"MT",30,"Treasure County",49,1,790,377,413,747,0,12,19,0,0,42454,223,110,23,9,49,16,49.2,91,97,208,88,141,204,0,388,576,44,41
"MT",30,"Mineral County",207,0,4194,2121,2073,4049,7,30,53,14,7,40117,1015,587,50,42,336,87,52.1,435,554,1203,422,556,1250,126,1583,2732,96,78
"MT",30,"Blaine County",621,23,6646,3316,3330,3068,16,0,166,3262,0,35506,1504,569,175,66,659,97,34,1212,1041,1145,1100,1058,1271,504,2494,3982,206,181
"MT",30,"Fallon County",271,2,2925,1526,1399,2745,42,28,52,16,0,56806,545,414,165,117,213,32,38.1,406,604,559,403,417,618,28,1601,2512,151,155
"NC",37,"Graham County",504,12,8607,4212,4395,7519,14,0,98,916,0,36030,2167,897,164,75,365,39,45,1230,1241,1900,964,1384,2203,274,3025,5702,111,33
"NC",37,"Clay County",535,5,10753,5117,5636,10211,177,0,351,11,0,37070,3352,1166,317,214,588,273,50.7,1013,1518,2936,1145,1526,3226,328,4275,7782,187,86
"NC",37,"Hyde County",559,6,5507,2918,2589,3294,1690,0,462,7,0,40532,1009,587,218,21,234,105,42.7,674,1180,1170,626,798,1299,253,2038,3502,145,57
"NC",37,"Chowan County",1047,20,14370,6878,7492,8577,4850,0,521,122,96,41979,3436,1683,509,275,1005,309,44.7,1797,2069,3256,1553,2331,3882,738,5439,9584,206,198
"NC",37,"Bladen County",2344,28,34130,16241,17889,18504,11743,2,2576,786,144,32396,9400,3739,927,328,2215,1151,42.8,4225,5602,6928,4132,5939,8279,1134,13263,24880,360,107
"NC",37,"Greene County",1777,34,21059,11380,9679,9881,7452,14,3134,74,17,36989,4473,2229,501,145,1291,596,40.4,2764,4977,3933,2469,3194,4294,843,8125,15158,100,227
"NC",37,"Tyrrell County",221,6,4090,2367,1723,2175,1451,16,310,34,4,32411,996,464,60,19,191,37,47.1,371,1012,1066,311,487,985,144,1555,2950,22,18
"NC",37,"Jones County",519,16,9776,4771,5005,6080,2971,18,439,27,5,37256,2534,1195,310,109,604,225,45.5,1123,1630,2193,1032,1606,2598,508,3912,6992,123,80
"NC",37,"Washington County",662,19,12331,5846,6485,5535,5949,20,614,7,0,34557,3459,1421,238,105,1085,515,43.5,1729,1714,2559,1490,2014,3284,530,4548,8606,81,75
"NC",37,"Alleghany County",771,3,10935,5445,5490,9549,266,22,1033,12,0,38944,3021,1251,355,115,799,182,49.2,1251,1654,2893,1101,1592,3106,268,4447,7982,181,106
"NC",37,"Pamlico County",665,6,12803,6561,6242,9508,2331,28,462,66,18,45211,2930,1664,568,233,765,245,51,1269,2112,3494,1113,1745,3708,441,5015,8670,378,78
"NC",37,"Mitchell County",989,10,15155,7433,7722,14051,46,32,757,91,0,42534,3743,2075,432,140,872,226,47.1,1804,2377,3550,1636,2302,4072,306,6199,11582,114,80
"NC",37,"Edgecombe County",3747,87,54032,25088,28944,19732,30911,34,2338,67,28,32929,14022,5709,1155,545,5639,1917,40.3,7273,8524,10229,7090,9891,12897,2476,21693,38338,438,389
"NC",37,"Yadkin County",3010,33,37825,18574,19251,31972,1268,38,4132,48,16,41126,9210,4402,1339,570,2404,702,43.5,4982,6517,7675,4628,6504,8845,984,15725,28812,714,83
"NC",37,"Gates County",474,12,11601,5662,5939,7254,3820,50,82,107,26,52481,2027,1619,593,200,465,159,45,1428,1883,2512,1379,1969,2758,482,5012,9550,84,26
"NC",37,"Person County",2215,35,39240,18973,20267,26080,10553,60,1627,298,35,44921,8691,4845,1592,644,2785,1148,43,4878,6682,7993,4820,6864,9356,2073,16908,31574,399,187
"NC",37,"Northampton County",1340,27,20426,9944,10482,7876,11622,64,433,100,0,33508,5879,2170,658,112,1431,710,48.6,2494,3083,4769,1972,3034,5964,807,7083,13064,188,79
"NC",37,"Ashe County",1575,28,26833,13213,13620,24810,210,104,1387,97,0,40293,7253,3443,970,329,1702,481,47.2,2906,4438,6396,2703,4255,7368,812,12174,22040,485,139
"NC",37,"Avery County",1607,16,17535,9573,7962,15605,728,108,895,80,5,37109,4264,1623,469,369,871,355,44.5,1801,4133,3940,1711,2601,3996,396,6778,12178,229,272
"NC",37,"Hertford County",1662,53,24262,12026,12236,8140,13935,168,889,266,46,35806,5771,2148,698,263,1787,778,42.4,3111,4477,4903,2998,3824,5861,1020,9163,16950,125,309
"NC",37,"Granville County",4369,70,58503,29686,28817,34076,17881,232,4451,308,73,52089,9921,6874,2928,1222,3928,1125,42.5,7882,11168,11478,6817,10357,12659,1798,25650,47680,732,216
"NC",37,"Montgomery County",2472,52,27445,13584,13861,17367,5110,416,4217,49,27,38254,6577,3014,900,364,1813,661,42.8,3996,4550,5539,3274,4811,6262,660,10541,19926,273,82
"NC",37,"Macon County",2022,12,34160,16467,17693,30573,434,257,2328,194,50,40659,9170,4268,1332,743,2685,673,49.3,3783,5019,8470,3426,5099,10307,700,13584,24333,533,212
"NC",37,"Franklin County",4111,39,63866,31817,32049,40528,16245,289,5164,256,253,48344,12647,7372,3050,1218,4739,1095,40.9,8890,11725,12150,7793,11688,13314,2210,28158,50396,1438,493
"NC",37,"Wayne County",8513,168,124496,61075,63421,67352,37503,1476,14009,318,140,41766,27318,14004,4224,2041,12672,4050,37.3,17898,23577,21417,16894,23025,25546,5540,51308,101128,1136,843
"NC",37,"Onslow County",11436,90,192685,107245,85440,128724,26342,3978,23474,767,256,48162,32727,21268,6220,2878,22524,5310,26,36811,52530,19632,26945,37275,23319,7349,61901,165922,5376,7856
"NC",37,"Cleveland County",8599,172,97038,46733,50305,71232,20073,931,3216,194,114,40002,23053,10303,2905,1521,7700,2909,41.7,13191,16225,18712,12625,17398,22019,4631,40429,75456,889,770
"NC",37,"Johnston County",14227,130,186308,91408,94900,127945,28065,1222,24829,922,151,54610,29730,21946,9340,4385,13064,3777,37.9,28754,35368,29451,26897,36663,33475,5984,86189,156767,5008,431
"NC",37,"Randolph County",10140,155,142827,70344,72483,113899,8424,1606,15796,408,372,43598,31027,17194,5247,2211,11288,2733,41.5,19606,25392,27611,18536,25699,30607,4137,64228,119906,1587,501
"NC",37,"Wake County",57650,396,1023811,497677,526134,620364,204690,66000,102537,2708,3440,73577,127628,118681,67760,67902,105499,26850,35.8,149162,213932,145369,144531,224349,167570,27720,536376,944409,43120,6633
"NC",37,"Rutherford County",5743,154,66523,32275,34248,55589,6668,306,2739,324,7,38573,16687,7141,1681,988,4874,1576,44.5,8390,10939,14315,8087,11188,16151,2472,25992,48048,877,342
"NC",37,"Wilkes County",4876,83,68525,33737,34788,60214,2820,354,4195,193,14,37173,17063,7619,1979,1104,4123,1768,44.1,8621,11573,14618,8133,11323,16940,2287,28169,53026,771,272
"NC",37,"New Hanover County",11510,100,219866,105213,114653,169063,30727,2832,11879,577,325,51457,44378,26781,11555,8959,26369,10102,38.7,26330,43778,38324,27390,44437,46220,8064,107369,188460,7742,1828
"NC",37,"Stanly County",5470,92,60875,30309,30566,49402,6729,1163,2440,155,52,46017,12847,7287,2745,980,4203,1619,42.4,8117,11074,12210,7512,10470,13639,2392,27689,50890,1109,417
"NC",37,"Davie County",2715,15,41766,20394,21372,35461,2554,307,2727,57,32,53493,7446,5220,1712,1517,2387,557,44.6,5192,6812,9060,5140,6947,10215,1333,19212,34736,645,203
"NC",37,"Carteret County",3447,18,68699,33760,34939,59330,3882,743,2896,153,58,51584,14578,9642,3474,2306,5812,1507,47.4,7496,11391,16325,6845,10974,18703,2604,30098,54867,1509,467
"NC",37,"Forsyth County",25217,255,368362,174966,193396,211211,94503,7992,46309,875,1175,48369,74438,42041,16270,12353,37300,13315,38.2,52199,65548,61854,51386,71593,76185,12523,167780,304681,8240,2690
"NC",37,"Polk County",1062,14,20434,9782,10652,17972,1042,85,1182,33,5,48412,4602,2925,629,757,1603,446,52.1,2088,2828,5282,1862,2887,6476,582,8710,15512,410,118
"NC",37,"Warren County",1302,12,20190,10116,10074,7738,10119,89,765,1019,20,35443,5210,2039,564,344,1150,517,47.2,2491,3209,4853,2087,3018,5529,650,7346,13472,257,75
"NC",37,"Bertie County",1430,27,19913,10057,9856,6834,12275,113,415,113,4,31287,5637,1639,362,350,984,530,45,2141,4036,4285,2021,3040,5314,1060,7307,13321,221,146
"NC",37,"Caswell County",1543,10,22833,11490,11343,13961,7538,130,857,25,0,39428,5631,2483,653,393,1236,577,45.4,2651,4232,4954,2412,3620,5695,876,9512,17668,271,112
"NC",37,"Stokes County",2766,45,46124,22555,23569,42120,1826,178,1296,153,16,44490,10732,6602,1353,586,2620,959,45.3,5231,7998,10208,5408,7775,11442,1552,20624,38322,845,123
"NC",37,"Duplin County",4925,84,59350,29020,30330,30743,14570,210,12901,160,25,36679,13811,5559,1730,569,4199,1238,40,8647,10244,10954,7997,10475,12866,2537,24678,45976,735,369
"NC",37,"Halifax County",3808,65,52300,25152,27148,20220,27511,436,1435,1841,4,33573,13829,5164,1588,626,4567,1965,42.7,6880,8556,10514,6400,8792,12909,2066,19523,36107,378,290
"NC",37,"Richmond County",3304,59,45447,22193,23254,26181,14126,468,2838,880,0,33607,12191,4418,1325,437,3620,1871,40.2,6562,7770,8406,6020,8157,9899,1937,17354,32722,350,397
"NC",37,"Burke County",7622,90,88898,43908,44990,73190,5265,3237,5223,442,111,40854,20551,10277,2342,1398,6397,1855,43.6,11092,15872,18639,10037,15287,21325,3830,37149,68966,1047,397
"NC",37,"Cabarrus County",14428,175,196716,95708,101008,133776,32817,5962,19669,573,311,60716,28303,23862,10539,7894,15349,3417,37.9,29957,37439,30427,28445,39530,35571,7015,95894,176844,4459,624
"NC",37,"Cumberland County",17745,155,332766,165787,166979,148550,117984,8018,37331,4107,775,44737,69096,37404,11959,6041,43030,13120,31,52155,73772,43133,47995,68795,54130,13819,123968,269962,5253,8544
"NC",37,"Brunswick County",5751,82,122586,59412,63174,100035,12875,779,5816,426,103,51164,25908,17072,6296,3828,7396,3085,51.9,12032,17455,34330,11133,17923,37036,4118,48982,86863,3208,633
"NC",37,"Cherokee County",1681,16,27463,13483,13980,25125,377,195,813,328,38,38115,6970,3221,673,342,1408,433,50.8,3014,3857,7453,2580,3938,8134,827,9925,17382,677,307
"NC",37,"Transylvania County",1397,13,33291,16018,17273,29762,1345,203,1060,140,316,44559,7728,4589,1218,590,2172,664,50.6,3654,4548,8598,3239,4883,10054,973,13342,23384,923,274
"NC",37,"Martin County",1723,27,23227,10910,12317,12103,9711,278,865,82,0,35969,6244,2481,492,407,1991,425,46,2731,3529,4999,2893,3721,6270,986,9311,17602,218,148
"NC",37,"Lincoln County",7081,42,80504,39867,40637,68647,3969,438,5659,138,76,50782,15343,9347,4024,2536,5414,1066,42.7,10300,14654,16118,9592,14684,17663,3183,37100,68888,1538,133
"NC",37,"Lee County",4408,46,59805,29055,30750,34786,11275,621,11539,396,66,49272,10974,7175,2123,1419,4902,1582,37.9,8694,10757,10471,8349,11156,12349,2145,26983,51040,718,227
"NC",37,"McDowell County",3982,42,45069,22706,22363,39510,1724,327,2716,181,162,38776,11103,5044,1272,551,3366,812,43.3,5981,8136,9292,4866,7673,11020,1458,18193,33708,655,120
"NC",37,"Sampson County",5779,73,63664,31251,32413,32872,15900,343,12013,1017,25,37765,14695,6232,1660,844,3977,1966,40.2,9286,11310,11698,8717,11313,13468,2806,26794,49217,805,430
"NC",37,"Pasquotank County",2399,62,39546,19203,20343,21698,14310,654,1925,37,13,47264,7952,4306,1506,865,3716,1589,38.1,5371,7431,6804,5482,7077,8280,1227,16333,30806,502,386
"NC",37,"Beaufort County",3448,61,47316,22596,24720,31150,12102,41,3575,21,15,41101,10967,5337,1689,985,3183,1293,45.4,5778,7123,10654,5650,7742,12200,1894,19051,35122,812,349
"NC",37,"Yancey County",1219,9,17605,8689,8916,16335,149,43,871,70,0,37610,4573,2172,497,251,1204,416,46.8,2003,2934,4241,1795,2757,4876,638,7013,12380,345,192
"NC",37,"Perquimans County",689,5,13506,6485,7021,9718,3161,47,340,32,32,44039,3415,1600,499,368,751,545,48.9,1543,1814,3498,1549,2011,3879,475,5209,9406,318,110
"NC",37,"Swain County",958,8,14208,6865,7343,8909,67,57,701,3925,0,35271,3575,1341,346,202,960,250,41.1,1830,2402,2850,1893,2467,3211,447,5578,10368,99,71
"NC",37,"Columbus County",4566,102,56589,27882,28707,33685,17208,244,2890,1906,106,36261,14161,5612,1887,802,3489,1705,41.9,7208,10486,11267,7196,9491,13138,1537,20496,38944,309,151
"NC",37,"Pender County",3583,39,57630,28562,29068,42945,9014,264,3895,196,92,49357,10658,6075,2505,1815,2516,983,42.6,7535,10241,11935,7277,10003,12502,2241,24768,45608,1139,230
"NC",37,"Haywood County",2944,75,59854,29008,30846,55704,615,328,2238,248,53,45538,14065,8043,2565,1615,4530,1910,47.5,6577,9632,14150,6052,9865,16394,1372,25518,46188,768,440
"NC",37,"Nash County",7215,126,94125,45178,48947,47943,36893,817,6311,623,140,46187,19898,10738,3693,2549,8725,2616,41.4,12579,16204,18029,12106,16935,21427,3658,42367,77909,1214,576
"NC",37,"Harnett County",7428,105,128753,63747,65006,79933,26528,1315,15796,1066,410,50323,22158,14837,5330,2332,10837,2944,33.9,20540,26388,18139,19820,25686,21005,5035,49216,100147,1708,518
"NC",37,"Alamance County",12758,169,157844,75078,82766,102558,29769,2378,19453,416,136,44281,34935,17569,7121,3410,14668,5370,39.7,22032,27324,27959,21477,29807,33916,4702,73906,137566,2105,953
"NC",37,"Gaston County",19663,285,214049,103191,110858,157510,33189,3148,14175,803,811,46626,42961,24292,8651,4778,19656,6223,40.1,29010,39287,37846,27525,41946,44564,8678,96263,178998,3072,723
"NC",37,"Dare County",1488,6,35412,17441,17971,31005,643,213,2521,94,113,55640,6820,5284,1992,1168,3433,838,46,3933,5961,8311,3836,5989,8709,1010,18411,32400,1114,370
"NC",37,"Moore County",6259,80,94191,45332,48859,72695,11778,1129,6040,824,128,54468,17523,11608,5413,3641,6849,2078,44.7,11562,15059,20244,11323,15209,24393,2598,38668,72970,2202,559
"NC",37,"Rowan County",11745,215,138940,68811,70129,101045,22389,1257,11553,285,194,46978,27259,16691,5116,2732,10914,3181,40.1,18906,25330,26689,17905,24934,29561,6031,59529,109603,1717,978
"NC",37,"Hoke County",3357,37,52571,25993,26578,21312,17098,725,6745,4155,203,45713,9468,5537,1684,684,3707,1318,31.9,8621,11200,6550,8013,11449,7522,2526,17925,38880,572,107
"NC",37,"Robeson County",12123,153,134187,64702,69485,34477,32238,886,11438,51842,369,32407,31323,10847,2754,1239,9753,3274,35.9,20787,24007,21644,20100,25610,25591,5105,48024,92036,646,412
"NC",37,"Iredell County",12311,132,169798,83570,86228,129802,20811,3931,12496,407,248,55957,28273,20098,8511,6565,12589,3387,40.4,23526,31659,30626,22400,31784,34537,6253,80746,146652,4125,602
"NC",37,"Union County",16365,130,222095,109435,112660,162137,25208,5311,24278,661,381,70858,25541,23754,12446,11968,10212,2564,38,36725,40456,34815,34680,42619,37570,6905,106916,190742,7540,1190
"NC",37,"Currituck County",942,12,25247,12522,12725,22094,1345,107,919,109,67,65758,3624,3559,1758,825,1048,413,42.9,3143,4556,5144,3104,4444,5493,607,12138,22787,389,221
"NC",37,"Madison County",1082,24,21347,10564,10783,20053,394,123,532,64,10,40563,4994,2277,654,421,1181,440,44.2,2768,3534,4670,2434,3546,5226,699,9464,16576,712,187
"NC",37,"Camden County",421,5,10336,5103,5233,8306,1475,198,278,12,0,68327,1346,1543,573,334,489,101,40.8,1419,1803,2056,1411,1870,2234,442,4528,8800,43,54
"NC",37,"Vance County",3354,73,44420,20915,23505,18014,22124,238,3249,127,0,35246,11087,4209,1130,603,4477,1701,40.6,6158,7394,8015,6178,7955,10127,2245,18129,32270,493,370
"NC",37,"Surry County",5711,101,72315,35166,37149,61034,2678,412,7354,209,42,39071,17776,7842,2489,1149,5015,1377,43.4,9390,12263,14668,8906,12605,17029,1638,30352,57211,895,150
"NC",37,"Alexander County",3296,42,37159,18797,18362,32335,2178,428,1712,82,0,44523,7624,4208,1338,574,2348,480,42.8,4510,7304,7480,4397,6195,8479,1179,16393,30106,456,124
"NC",37,"Rockingham County",5742,32,91566,44133,47433,66490,16920,476,5455,437,188,41700,21342,11244,3131,1445,8052,2402,44.4,11178,15284,19339,11050,15709,22390,3071,39294,72410,1337,446
"NC",37,"Caldwell County",7306,31,81805,40361,41444,71921,3980,508,4162,344,144,40735,18880,9814,2229,1227,6296,1661,44.1,9951,14622,17110,10015,13886,18980,3013,35011,63734,1243,231
"NC",37,"Pitt County",14038,69,176484,83309,93175,97236,60582,3040,10671,400,717,43526,38000,18846,7370,4589,20092,10474,32,26198,34622,24339,26166,38997,30223,9206,82142,151572,3254,1376
"NC",37,"Davidson County",11542,107,164118,80121,83997,132614,14854,2402,11280,523,47,45806,34960,20045,6739,2983,12476,4249,42.1,21564,28934,32320,21174,29284,36484,6559,73207,136025,1961,882
"NC",37,"Catawba County",14027,206,156182,76437,79745,118877,12341,6342,14564,387,507,48649,30849,19051,6419,3919,13216,3389,41.2,21112,27871,29946,20217,28315,33722,5787,72258,131926,2365,639
"NC",37,"Wilson County",6850,123,81379,38532,42847,38490,32180,633,8196,295,503,42095,18316,9328,2859,1565,8772,2922,40.4,11471,13463,14833,10928,15113,18381,3084,35115,63586,571,461
"NC",37,"Scotland County",2980,61,35445,17546,17899,15573,13697,255,1004,3931,17,32739,8740,3381,931,221,2861,1514,39.3,5153,6521,6424,4675,6201,7580,1703,11660,21794,234,145
"NC",37,"Jackson County",2767,20,41725,20395,21330,33803,893,414,2291,3302,54,45078,8873,5179,1445,721,3370,1452,37.2,5845,7397,7884,5783,7266,9113,922,18103,31868,723,729
"NC",37,"Watauga County",3134,23,53421,26657,26764,49106,819,446,1829,148,58,41541,11606,5242,1957,1526,4193,3375,30.6,7820,10756,8955,7754,10011,9648,2168,24564,40504,1822,1510
"NC",37,"Henderson County",6952,100,112156,54226,57930,93642,3518,1272,11156,280,270,50454,23639,15931,5267,2967,9819,2472,46.9,12955,17669,25978,12016,17876,30664,1845,50174,89216,3364,816
"NC",37,"Chatham County",3402,68,68364,33000,35364,48818,7970,989,8583,114,183,59684,11793,8089,4037,4229,4234,1166,46.3,8331,10531,15424,7546,11146,18010,1836,30832,53920,2438,393
"NC",37,"Craven County",6446,89,103374,52488,50886,68269,21729,2932,7366,473,47,49391,20546,12667,4654,2704,11039,2811,36.2,14913,20847,18307,13107,17845,21878,3573,40286,86518,1446,1366
"NC",37,"Buncombe County",12040,230,252268,121002,131266,211110,15415,3061,16254,936,195,48464,54053,31044,12220,8090,27477,7439,41.9,28502,47932,48675,27819,48790,58820,6129,123090,213916,10246,2603
"NC",37,"Anson County",1820,38,25531,13361,12170,11463,12417,303,962,74,23,38123,6189,2370,840,248,2209,507,40.4,3011,5866,4978,2977,4161,5414,1574,10153,19202,136,157
"NC",37,"Lenoir County",4178,83,57934,27701,30233,28788,22415,319,4364,212,23,37515,14390,6444,1603,826,6427,1979,41.9,7646,9606,11618,7286,9884,14087,3122,23873,44444,376,597
"NC",37,"Mecklenburg County",77736,681,1034290,497122,537168,495078,318010,56769,132949,2162,2984,61695,161765,119054,56929,57755,127719,35620,34.9,146501,221464,138939,142182,237987,167141,39034,537798,946900,35348,9925
"NC",37,"Orange County",6117,69,141812,67598,74214,98474,16179,10773,11811,615,361,65522,20480,14269,6932,10479,13537,4968,34.2,20279,27185,21817,21262,29191,25165,3988,72255,116131,6039,4573
"NC",37,"Guilford County",31391,360,517197,245216,271981,265946,172214,24658,39987,1819,2113,49253,101822,58608,22885,17683,59411,17846,37.2,72109,95115,84916,71341,106166,101515,17385,246145,445051,13275,3134
"NC",37,"Durham County",17826,158,300865,143946,156919,126557,110911,14201,40484,686,679,56393,53410,36258,16738,14530,40022,13185,35,39682,65117,42406,38922,68878,51938,9505,154374,274374,7499,3514
"ND",38,"Sheridan County",99,2,1403,686,717,1368,0,0,12,6,0,49750,345,209,65,65,50,22,52,122,203,383,133,189,454,23,610,926,86,40
"ND",38,"Cavalier County",412,4,3817,1944,1873,3653,13,0,40,43,0,65505,688,584,296,219,186,45,50.1,447,555,1039,387,513,1081,26,1927,3240,141,85
"ND",38,"Wells County",411,8,4089,2036,2053,3996,0,0,51,15,0,54464,907,688,274,119,236,62,51.8,414,600,1084,391,550,1234,41,2033,3368,141,173
"ND",38,"Billings County",52,0,983,566,417,928,9,0,40,6,0,91518,128,85,107,81,63,11,44.4,152,183,252,79,145,219,20,498,718,66,47
"ND",38,"Nelson County",435,12,2971,1530,1441,2874,0,0,75,10,0,52417,717,511,158,106,271,34,52.5,287,475,831,275,383,859,8,1550,2490,121,88
"ND",38,"Bowman County",338,4,3226,1544,1682,2987,4,0,165,40,0,65435,535,462,308,127,273,26,42.2,365,541,668,464,484,818,30,1796,2940,140,92
"ND",38,"LaMoure County",497,17,4106,2129,1977,3987,4,0,43,30,0,57463,777,566,233,235,210,40,47.8,555,605,1018,434,559,1115,17,2019,3042,259,195
"ND",38,"McLean County",1153,30,9607,4974,4633,8611,59,0,218,624,0,63926,1667,1602,630,414,573,85,46.7,1149,1607,2414,1077,1338,2419,74,4670,7612,571,233
"ND",38,"Pierce County",505,22,4272,2155,2117,4022,36,0,43,154,0,45996,1047,655,174,119,343,154,46.1,504,731,972,447,672,1114,33,2003,3422,135,102
"ND",38,"Steele County",166,2,1915,1003,912,1865,0,0,50,0,0,65437,300,349,160,107,95,7,49.8,192,308,527,224,237,504,19,1056,1594,144,92
"ND",38,"Eddy County",425,6,2321,1146,1175,2071,0,0,42,131,0,55294,485,372,113,78,193,87,45.8,285,363,538,297,334,589,19,1180,1846,94,106
"ND",38,"Slope County",30,0,674,350,324,623,40,0,4,0,0,61250,123,114,36,36,42,0,52,77,96,195,81,65,189,4,307,436,63,17
"ND",38,"Griggs County",308,2,2276,1153,1123,2189,31,0,7,21,0,50272,517,270,166,86,169,15,50.9,261,312,641,221,322,636,37,1180,1950,94,78
"ND",38,"Grant County",179,7,2387,1188,1199,2314,2,2,19,34,0,50875,548,302,147,113,89,31,52.2,237,318,666,298,280,681,29,1158,1530,273,91
"ND",38,"Sioux County",635,11,4420,2212,2208,551,2,2,173,3607,5,40795,646,303,119,46,443,87,26.9,937,786,516,920,787,530,315,1332,2198,111,72
"ND",38,"Towner County",292,10,2258,1143,1115,2042,0,3,36,82,0,54625,471,355,92,115,150,10,49.4,297,302,574,276,267,611,38,993,1410,81,158
"ND",38,"Kidder County",252,9,2457,1316,1141,2305,12,4,121,4,0,60225,435,407,122,89,151,24,44.3,339,436,568,311,294,609,17,1276,1972,137,117
"ND",38,"Logan County",218,8,1932,993,939,1861,1,5,31,5,3,57379,372,308,121,78,80,18,52.9,196,255,581,218,196,610,18,1030,1352,169,158
"ND",38,"McHenry County",548,20,5951,3091,2860,5658,10,7,136,95,4,61788,1080,903,414,266,319,26,42.8,814,1049,1334,696,944,1329,69,3005,4948,207,256
"ND",38,"Oliver County",149,2,1822,950,872,1667,7,7,67,49,3,71500,267,271,180,70,42,5,50.1,222,265,502,212,208,461,21,910,1420,158,17
"ND",38,"Foster County",541,19,3318,1645,1673,3183,5,8,44,28,0,59500,647,531,198,126,295,21,46.4,350,545,835,419,493,848,20,1769,3094,100,91
"ND",38,"Benson County",1014,17,6875,3520,3355,2838,0,9,62,3831,7,44500,1251,690,225,126,469,94,30.7,1368,1082,1161,1213,1099,1126,168,2432,3926,224,126
"ND",38,"Renville County",285,13,2543,1241,1302,2343,13,13,137,12,0,66023,362,384,191,74,141,13,39.3,330,458,477,382,429,522,11,1212,2094,110,36
"ND",38,"Sargent County",415,6,3883,2008,1875,3620,38,16,115,35,0,60824,718,644,319,138,371,41,46.3,430,660,981,425,587,932,21,2124,3374,175,161
"ND",38,"Traill County",949,18,8050,4091,3959,7460,79,19,273,81,0,60952,1369,1186,545,249,598,144,41.4,1168,1351,1657,1028,1257,1847,123,4187,7394,222,178
"ND",38,"Dickey County",717,32,5041,2513,2528,4718,69,22,171,54,0,58357,922,814,293,163,484,54,43.6,654,868,1033,592,841,1184,72,2658,4336,159,225
"ND",38,"Bottineau County",625,20,6651,3478,3173,6119,55,22,144,159,8,58767,1281,1025,481,309,524,93,45.2,872,1131,1638,713,976,1600,111,3283,5530,255,203
"ND",38,"McIntosh County",318,7,2680,1310,1370,2550,0,27,58,8,0,46012,715,416,127,67,177,40,53.5,283,359,707,226,334,907,24,1364,2035,119,181
"ND",38,"Emmons County",404,11,3389,1693,1696,3277,0,29,10,3,0,46581,822,488,158,97,123,24,52.1,373,399,986,358,470,973,28,1528,2092,223,163
"ND",38,"Pembina County",713,11,7050,3667,3383,6456,15,32,230,164,0,61393,1316,1069,559,274,515,68,48.2,860,1114,1875,755,981,1816,114,3519,6190,211,161
